0
";2017-09-07 09:02;0;0;""If u stay in kiambu as a kikuyu u may not notice the harm n fear that kuria moses is subjecting to kikuyus outside nairobi n they r many"";;;;""905672545218658304"";https://twitter.com/AtitwaGmail/status/905672545218658304        "
";2017-09-07 09:00;0;1;""Moses Kuria is speaking for Kikuyus   I mean just read through some Facebook comments. They speak the same language. Disgusting."";;;;""905672080221380608"";https://twitter.com/ThePatriotsKE/status/905672080221380608       "
";2017-09-07 09:00;0;0;""Really?? Why dont I hear or see fellow Kikuyus rebuking him  except replying to what other people say about him like you're doing here??"";;;;""905671986688483328"";https://twitter.com/Dancan746/status/905671986688483328       "
";2017-09-07 08:58;5;1;""Moses Kuria does not speak for kikuyus   he speaks for himself."";;;;""905671650166706176"";https://twitter.com/Kianangih/status/905671650166706176       "
";2017-09-07 08:58;1;4;""Less he forgets that the most kikuyus trade in Luoland   and Luos are watching this...thanks @Raphael_Tuju for condemning this."";;@Raphael_Tuju;;""905671569032097792"";https://twitter.com/Prince_nuel_ke/status/905671569032097792     "
";2017-09-07 08:57;1;0;""Kikuyus are very afraid  panic all over the central Kenya since Adera of twitter thinks they can be wiped out https:// twitter.com/AderaJacob/sta tus/905669274865303552 …"";;;;""905671347447242752"";https://twitter.com/itsKiragu/status/905671347447242752       "
";2017-09-07 08:55;0;1;""Most kikuyus end up as IDPs. Believe me  you don't want a war against luos. The whole of western will get involved."";;;;""905670744780050432"";https://twitter.com/JustBeaTee/status/905670744780050432       "
";2017-09-07 08:53;2;4;""Weren't Kikuyus laughing when Moses Kuria said those words? Kikuyus will get what they are asking for and it won't be pretty. https:// twitter.com/SoftaWsofta/st atus/905667389563428866 …"";;;;""905670275454431232"";https://twitter.com/JustBeaTee/status/905670275454431232        "
";2017-09-07 08:53;0;0;""Moses kuria is the kind of a guy who will never end tribal in this country. .chuki ya nini? Can't he remember there are kikuyus in kisumu?"";;;;""905670263571808256"";https://twitter.com/kisia_hillary/status/905670263571808256        "
";2017-09-07 08:51;3;7;""Kikuyus always end up beibg3 victims of ethnic clashes and end up as IDPs.If Moses Kuria wants to start a war  he'll get it and kiuks suffer"";;;;""905669951842684930"";https://twitter.com/JustBeaTee/status/905669951842684930       "
";2017-09-07 08:51;0;0;""Kuria think that kikuyus stay in central only sawa"";;;;""905669876827566082"";https://twitter.com/FelixOd92668338/status/905669876827566082        "
";2017-09-07 08:49;6;7;""Jubilee can not be allowed to lead Kenya. Kikuyus of sound mind need to do the right thing and vote out Uhuru."";;;;""905669356956221440"";https://twitter.com/JustBeaTee/status/905669356956221440        "
";2017-09-07 08:49;0;9;""And still those 'strong warriors' were colonized by white boys only for the Kikuyus that you detest to liberate them. SMH"";;;;""905669295396360193"";https://twitter.com/kelvin_bishop/status/905669295396360193        "
";2017-09-07 08:48;1;0;""he's becoming too much surely making kikuyus be hated by other tribes.If these r da leaders 4 kikuyus   we r headed for hell"";;;;""905669130497470464"";https://twitter.com/Patrick40458585/status/905669130497470464       "
";2017-09-07 08:45;0;0;""I have never heard mbadi junet call uhuru demon.tell luos to kill kikuyus"";;;;""905668448130179072"";https://twitter.com/adika_conrad/status/905668448130179072       "
";2017-09-07 08:44;0;3;""moses kuria has build an army of mungiki goons to terrorise non kikuyus within the city.Its going to be bad news soon"";;;;""905668087453687808"";https://twitter.com/AtitwaGmail/status/905668087453687808        "
";2017-09-07 08:42;0;0;""Is your child pees on the table and you watch him and do nothing then you are responsible. Kuria is speaking for Uhuru and all kikuyus"";;;;""905667494064431105"";https://twitter.com/Blacklebo/status/905667494064431105        "
";2017-09-07 08:41;0;0;""Protect Kenyans when the mad kikuyus start to fight you he won't give a fuck of your Jubille blogging"";;;;""905667367706836993"";https://twitter.com/wanjigiJr/status/905667367706836993        "
";2017-09-07 08:41;1;2;""This is part of the crumble. All of a sudden even those non Kikuyus who are 'ndani  ndaaaani' are questioning themselves. MK doing NASA good"";;;;""905667245648601088"";https://twitter.com/omuonyotieno/status/905667245648601088       "
";2017-09-07 08:37;0;3;""Atleast you have spoken sense  not like some kikuyus hear calling kuria a hero... Seriously we need patriotism greater than our tribes."";;;;""905666257885708289"";https://twitter.com/rhondabecks/status/905666257885708289       "
";2017-09-07 08:37;0;4;""@bettywaitherero now you trying to be a hero by pretending to prove how Kikuyus are violent ama?"";;@bettywaitherero;;""905666205129703424"";https://twitter.com/toniemgengetrue/status/905666205129703424        "
";2017-09-07 08:36;0;0;""So Kikuyus only live in Kiambu in this country  I wonder !!!"";;;;""905666089593446400"";https://twitter.com/JamesOpere1/status/905666089593446400       "
";2017-09-07 08:36;14;20;""Someone tell Moses kuria that jomo Kenyatta family stole Kikuyu land forcing Kikuyus to remain landless people .be warned #Sidebar"";;;#Sidebar;""905666068529553409"";https://twitter.com/euginenicool/status/905666068529553409        "
";2017-09-07 08:30;0;0;""When it will go south kikuyus will have more to loose.just waiting for it to go out of control"";;;;""905664639807213568"";https://twitter.com/mandelaonchwati/status/905664639807213568        "
";2017-09-07 08:29;1;2;""real Kikuyu men #NjambaCiaRurĩrĩ know to choose their words.Moses Kuria's mouth is a danger to Kikuyus and Kenya in general."";;;#NjambaCiaRur;""905664401499230209"";https://twitter.com/TheMachira/status/905664401499230209        "
";2017-09-07 08:29;7;10;""Fact: Kikuyu privilege is REAL. Fact: Kikuyus feel/believe they are the only humans entitled to the Presidency. Solution: DIVORCE https:// twitter.com/itsKiragu/stat us/905656297671892992 …"";;;;""905664274491555840"";https://twitter.com/MuthokaTito/status/905664274491555840        "
";2017-09-07 08:28;0;0;""yes all kikuyus need to be arrested before they rape their grandmothers"";;;;""905664091502526464"";https://twitter.com/themainpoacher/status/905664091502526464        "
";2017-09-07 08:26;0;0;""""Jomo Grabbed Mauamus Land  Kikuyus Are Squatters. https:// twitter.com/i/web/status/9 05660344235827200 … """";;;;""905663548788940800"";https://twitter.com/YaMzalendo/status/905663548788940800       "
";2017-09-07 08:25;0;1;""UHURUTO were only elected by Kikuyus and Kales..... Hate speech!! So can he explain how he got 8M ""Moses Kuria"""";;;;""905663395357106176"";https://twitter.com/Elroy86428614/status/905663395357106176        "
";2017-09-07 08:25;0;0;""I understand Kimindiri ain't around to entertain your incapacity  stick to propaganda and diminishing Kikuyus"";;;;""905663272732418048"";https://twitter.com/itsKiragu/status/905663272732418048       "
";2017-09-07 08:16;10;27;""Kikuyus supporting @HonMoses_Kuria Must be told that Central kenya only houses ⅔ of the kikuyu nation and 1997/2008 didn't taught them smthg"";;@HonMoses_Kuria;;""905661061101002753"";https://twitter.com/TEAMNASA_KE/status/905661061101002753        "
";2017-09-07 08:16;0;1;""There shall be no war in Kenya  kikuyus love peace and merchants of war like you have no place in morden Kenya."";;;;""905660938350559232"";https://twitter.com/wainainanjenga/status/905660938350559232       "
";2017-09-07 08:13;3;5;""You want me to sympathize with you? You can't understand simple concepts? Kikuyus are immigrants in other parts of Kenya. https:// twitter.com/itskiragu/stat us/905660083270451200 …"";;;;""905660344235827200"";https://twitter.com/Asamoh_/status/905660344235827200        "
";2017-09-07 08:12;1;0;""To most Kikuyus   Moses Kuria has become a hero !! SAD !! #ArrestMosesKuria"";;;#ArrestMosesKuria;""905660092950888448"";https://twitter.com/juliuscaesar254/status/905660092950888448       "
";2017-09-07 08:11;6;9;""Hatuogopi kabisa and if kikuyus think they own kenya then let them be prepared to dance to the war drums they have started beating."";;;;""905659672140562432"";https://twitter.com/NMulangila/status/905659672140562432        "
";2017-09-07 08:06;1;2;""I warned Kenyans that Kikuyus elite are not ready to be jailed for stealing from Kenyans. Moses kuria be warned #Sidebar #K24Alfajiri"";;;#Sidebar #K24Alfajiri;""905658510876090368"";https://twitter.com/euginenicool/status/905658510876090368        "
";2017-09-07 08:05;1;2;""The word was ""more vulnerable "" Kikuyus are based on their settlement patterns. You chewed fees? https:// twitter.com/itskiragu/stat us/905657522798788608 …"";;;;""905658239907274753"";https://twitter.com/Asamoh_/status/905658239907274753        "
";2017-09-07 08:04;0;0;""Githurai this morning harrasing residents who are not kikuyu's .. iko shida kubwa  wherever kikuyus are thats not their territory. stay safe"";;;;""905658046507925510"";https://twitter.com/siuye_/status/905658046507925510       "
";2017-09-07 08:04;9;4;""Kikuyus were yesterday profiling LUOS  KISII  LUYHA & KAMBA along Thika Rd Githurai section  they were even asking for ID's .."";;;;""905657935593783296"";https://twitter.com/Vostimacs/status/905657935593783296     "
";2017-09-07 07:58;1;10;""Who are you speaking for? Certainly not for all Kikuyus . So who's we? Better use 'I' so that a single lobotomy can scheduled"";;;;""905656563322540032"";https://twitter.com/AstronautKE/status/905656563322540032        "
";2017-09-07 07:57;0;1;""May not support Moses Karia but Y'all have been attacking Kikuyus   insulting us  our silence ain't Cowardice...still waters run deep"";;;;""905656297671892992"";https://twitter.com/itsKiragu/status/905656297671892992      "
";2017-09-07 07:56;0;0;""Let's us change this narrative tafadhali! Kikuyus have nothing to do with the actions of one individual. Do not fan the fire. Preach peace"";;;;""905655931815436288"";https://twitter.com/yoniayiekoh/status/905655931815436288        "
";2017-09-07 07:54;0;0;""We got the problem the problem is #resist_ kikuyus"";;;#resist_;""905655472471937024"";https://twitter.com/Atinale2540/status/905655472471937024        "
";2017-09-07 07:47;2;2;""Somebody should remind the Kikuyus that Kenya is a democratic country https:// twitter.com/KinyanBoy/stat us/905647779925463040 …"";;;;""905653681785208833"";https://twitter.com/atienob94/status/905653681785208833        "
";2017-09-07 07:46;0;0;""Is that all naive "" Kikuyus "" have against Luos? Moses Kiria plays this card again? Smh. Culture. Weak politics comes down to culture"";;;;""905653452256141312"";https://twitter.com/obuyapoly/status/905653452256141312        "
";2017-09-07 07:46;0;0;""Moses Kuria is a sorry disgrace but who cares  he help whip the fear in Kikuyus which leads to massive voter turnout"";;;;""905653449890476033"";https://twitter.com/naghmoo/status/905653449890476033       "
";2017-09-07 07:43;0;0;""@MuthokaTito @HonMosesKuria if anybody wants war should engage us kikuyus . We never start it bt we actually good at it."";;@MuthokaTito @HonMosesKuria;;""905652715514146816"";https://twitter.com/ndirangu_gaita/status/905652715514146816        "
";2017-09-07 07:42;0;1;""I wish kikuyus would start behaving like luos ;;;;905652504867749892"";https://twitter.com/maswalimajibu2/status/905652504867749892       "
";2017-09-07 07:39;0;1;""@NCIC_Kenya If anything happens to none kikuyus living in central blame moses kuria and waititu. Spreading hatespeech on another level."";;@NCIC_Kenya;;""905651634503483395"";https://twitter.com/NyabutoLilian/status/905651634503483395        "
